No,Polres,Tanggal Kejadian,Waktu Kejadian,Meninggal Dunia,Luka Berat,Luka Ringan,EAN, Rugi Material Kendaraan ,Tingkat Kecelakaan,Tipe Kecelakaan,Penyebab,Nama Jalan,Koordinat GPS - Lintang,Koordinat GPS - Bujur,Status Jalan,Fungsi Jalan,Kelas Jalan,Tipe Jalan,Bentuk Geometri,Cuaca,Kondisi Cahaya
11,BONTANG,2021-02-10,10:15:00,1,1,1,18," Rp3,000,000 ",Berat,Tabrakan dengan Kendaraan menyebrang dari sisi kiri jalan,Manusia,"Jl. Selat Bali No.13, Tj. Laut, Bontang Sel., Kota Bontang, Kalimantan Timur 75325, Indonesia",0.1246987,117.4822795,Jalan Kota / Kabupaten,Lokal / Lingkungan,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Cerah
12,BONTANG,2021-02-07,17:00:00,1,0,1,15," Rp1,000,000 ",Berat,Tabrakan samping,Manusia,"Jl. Sultan Syahrir No.2, Tj. Laut Indah, Bontang Sel., Kota Bontang, Kalimantan Timur 75325, Indonesia",0.118198046,117.4918637,Jalan Kota / Kabupaten,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Tikungan,Terang / Jelas,Cerah
13,BONTANG,2021-02-18,11:30:00,0,0,2,6," Rp5,000,000 ",Ringan,Tabrakan depan - depan,Manusia,"Unnamed Road, Bontang Lestari, Bontang Sel., Kota Bontang, Kalimantan Timur 75325, Indonesia",0.080482222,117.4464951,Jalan Kota / Kabupaten,Kolektor,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Tikungan,Terang / Jelas,Cerah
14,BONTANG,2021-02-24,15:30:00,1,0,0,12," Rp10,000,000 ",Berat,Tabrakan depan - depan,Manusia,"Jl. Cut Nyak Dien No.1, Bontang Baru, Bontang Utara, Kota Bontang, Kalimantan Timur 75311, Indonesia",0.139371351,117.4963178,Jalan Desa,Lokal / Lingkungan,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Cerah
15,BONTANG,2021-03-04,05:00:00,0,1,1,6," Rp50,000,000 ",Sedang,Tabrakan depan - depan,,"Unnamed Road, Bontang Lestari, Bontang Sel., Kota Bontang, Kalimantan Timur, Indonesia",0.08514926,117.4394195,Jalan Kota / Kabupaten,Lokal / Lingkungan,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Tikungan,Redup / Samar (Tidak jelas terlihat),Berawan/ Mendung
16,BONTANG,2021-02-02,13:30:00,0,1,1,6," Rp5,000,000 ",Sedang,Tabrakan samping,Manusia,"Unnamed Road, Belimbing, Bontang Bar., Kota Bontang, Kalimantan Timur 75321, Indonesia",0.166344889,117.4522726,Jalan Kota / Kabupaten,Kolektor,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Terang / Jelas,Cerah
17,BONTANG,2021-03-10,23:30:00,1,0,0,12," Rp1,000,000 ",Berat,Sepeda angin/ Sepeda motor jatuh,Manusia,"Jl. A. Yani, Makarti, Kec. Marang Kayu, Kabupaten Kutai Kartanegara, Kalimantan Timur 75385, Indonesia",-0.117003356,117.334985,Jalan Propinsi,Lokal / Lingkungan,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/1 (2 Lajur/1 Arah),Lurus,Redup / Samar (Tidak jelas terlihat),Cerah
18,BONTANG,2021-03-08,20:45:00,0,1,0,3," Rp50,000,000 ",Sedang,Tabrakan depan - depan,Kendaraan,"Jl. A. Yani, Tlk. Pandan, Kabupaten Kutai Timur, Kalimantan Timur, Indonesia",0.047472296,117.3621169,Jalan Propinsi,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Cerah
19,BONTANG,2021-05-02,16:45:00,1,0,1,15," Rp2,000,000 ",Berat,Kendaraan Out of Control keluar ke kanan jalan,Manusia,"Jl. Soekarno Hatta, Kanaan, Bontang Bar., Kota Bontang, Kalimantan Timur 75321, Indonesia",0.138736339,117.4485581,Jalan Kota / Kabupaten,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Tikungan,Terang / Jelas,Cerah
20,BONTANG,2021-05-03,08:30:00,0,1,1,6," Rp1,000,000 ",Sedang,"Di ruas jalan, pejalan kaki menyeberang dari kanan ke kiri",Manusia,"Jl. Slamet Riyadi No.25, Lok Tuan, Bontang Utara, Kota Bontang, Kalimantan Timur 75321, Indonesia",0.170665239,117.4768339,Jalan Kota / Kabupaten,Kolektor,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Terang / Jelas,Cerah
21,BONTANG,2021-05-01,08:30:00,0,1,1,6," Rp100,000,000 ",Sedang,Tabrakan depan - depan,Manusia,"Jl. A. Yani, Santan Ulu, Kec. Marang Kayu, Kabupaten Kutai Kartanegara, Kalimantan Timur 75385, Indonesia",-0.011237901,117.360584,Jalan Propinsi,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Cerah
22,BONTANG,2021-05-08,21:00:00,1,0,0,12," Rp10,000,000 ",Berat,Tabrakan depan - depan,Manusia,"Jl. Gelatik No.77, Belimbing, Bontang Bar., Kota Bontang, Kalimantan Timur 75325, Indonesia",0.141096676,117.4752605,Jalan Kota / Kabupaten,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Redup / Samar (Tidak jelas terlihat),Cerah
23,BONTANG,2021-05-22,23:38:00,0,1,1,6," Rp2,000,000 ",Sedang,Tabrakan kendaraan belok kanan dengan kendaraan yang datang dari arah berlawanan,Manusia,"Jl. Bhayangkara No.1, Gn. Elai, Bontang Utara, Kota Bontang, Kalimantan Timur 40911, Indonesia",0.135840233,117.4721843,Jalan Kota / Kabupaten,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),T (Simpang Tiga),Terang / Jelas,Cerah
24,BONTANG,2021-05-29,14:58:00,1,0,0,12," Rp2,000,000 ",Berat,Tabrakan samping,Manusia,"Jl. Jend. Soedirman No.36, Tj. Laut, Bontang Sel., Kota Bontang, Kalimantan Timur 75321, Indonesia",0.122260243,117.4831073,Jalan Kota / Kabupaten,Lokal / Lingkungan,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),X atau + (Simpang Empat),Terang / Jelas,Cerah
25,BONTANG,2021-06-20,10:00:00,0,0,1,3," Rp5,000,000 ",Ringan,Tabrakan saat belok ke sisi kanan jalan,Manusia,"Jl. Bontang - Samarinda No.KM.80, Makarti, Kec. Marang Kayu, Kabupaten Kutai Kartanegara, Kalimantan Timur 75385, Indonesia",-0.0929242,117.3566975,Jalan Propinsi,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Tikungan,Terang / Jelas,Cerah
26,BONTANG,2021-07-22,16:30:00,1,1,0,15," Rp1,000,000 ",Berat,Kendaraan Out of Control keluar ke kanan jalan,Manusia,"Unnamed Road, Bontang Lestari, Bontang Sel., Kota Bontang, Kalimantan Timur, Indonesia",0.054014201,117.4471442,Jalan Kota / Kabupaten,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Tikungan,Terang / Jelas,Cerah
27,BONTANG,2021-08-04,05:00:00,0,0,1,3," Rp15,000,000 ",Ringan,Tabrakan dengan kendaraan parkir di kiri,Manusia,"Jl. Marang Kayu-Muara Badak, Kec. Marang Kayu, Kabupaten Kutai Kartanegara, Kalimantan Timur 75382, Indonesia",-0.192869,117.418179,Jalan Kota / Kabupaten,Lokal / Lingkungan,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),1/1 (1 Lajur/1 Arah),Lurus,Redup / Samar (Tidak jelas terlihat),Cerah
28,BONTANG,2021-08-15,16:00:00,0,0,2,6," Rp500,000 ",Ringan,Tabrakan saat kendaraan A melakukan gerakan mundur / lawan arah,Manusia,"Jalan Letjen S. Parman, Bontang Barat, Belimbing, Bontang Bar., Kota Bontang, Kalimantan Timur 75321, Indonesia",0.140066041,117.4531121,Jalan Nasional,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Terang / Jelas,Cerah
29,BONTANG,2021-09-13,20:15:00,0,0,2,6," Rp1,000,000 ",Ringan,Tabrakan depan - belakang,Manusia,"4F9Q+C84, Tanjung Laut Indah, South Bontang, Bontang City, East Kalimantan 75325, Indonesia",0.118486048,117.4883235,Jalan Kota / Kabupaten,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Terang / Jelas,Cerah
30,BONTANG,2021-09-23,01:30:00,0,0,3,9," Rp30,000,000 ",Ringan,Tabrakan dengan kendaraan parkir di kiri,Manusia,"Jl. A. Yani, Kec. Marang Kayu, Kabupaten Kutai Kartanegara, Kalimantan Timur 75385, Indonesia",-0.053660381,117.3698322,Jalan Nasional,Lokal / Lingkungan,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),1/1 (1 Lajur/1 Arah),Lurus,Redup / Samar (Tidak jelas terlihat),Cerah
31,BONTANG,2021-10-19,09:30:00,1,0,0,12," Rp1,000,000 ",Berat,Tabrakan depan - belakang,Manusia,"Rt26 Jl. RE. Martadinata No.21, Lok Tuan, Bontang Utara, Kota Bontang, Kalimantan Timur 75321, Indonesia",0.168238521,117.4829313,Jalan Kota / Kabupaten,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Terang / Jelas,Cerah
32,BONTANG,2021-11-04,11:45:00,0,0,2,6," Rp3,000,000 ",Ringan,Tabrakan saat gerakan putar balik,Manusia,"4CJW+HVR, Gunung Telihan, West Bontang, Bontang City, East Kalimantan 75321, Indonesia",0.132594433,117.4479166,Jalan Kota / Kabupaten,Lokal / Lingkungan,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Terang / Jelas,Cerah
33,BONTANG,2021-11-04,21:00:00,1,1,0,15," Rp5,000,000 ",Berat,Tabrakan depan - depan,Manusia,"MCHJ+2CG, Gas Alam Badak I, Muara Badak, Kutai Kartanegara Regency, East Kalimantan 75382, Indonesia",-0.322577632,117.4313219,Jalan Kota / Kabupaten,Lokal / Lingkungan,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Redup / Samar (Tidak jelas terlihat),Cerah
34,BONTANG,2021-03-15,20:30:00,0,1,0,3," Rp3,000,000 ",Sedang,Tabrakan dengan kendaraan parkir di kiri,Manusia,"Jl. Cipto Mangunkusumo No.2, Gn. Elai, Bontang Utara, Kota Bontang, Kalimantan Timur 75313, Indonesia",0.143087205,117.4752679,Jalan Kota / Kabupaten,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Terang / Jelas,Cerah
35,BONTANG,2021-11-16,17:40:00,1,0,1,15," Rp10,000,000 ",Berat,Tabrakan saat menyalip dari kanan,Manusia,"Jl. Bontang - Samarinda, Tanah Datar, Muara Badak, Kabupaten Kutai Kartanegara, Kalimantan Timur 75382, Indonesia",-0.32189435,117.287644,Jalan Propinsi,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/1 (2 Lajur/1 Arah),Lurus,Terang / Jelas,Cerah
36,BONTANG,2021-12-11,21:20:00,1,0,1,15," Rp2,000,000 ",Berat,"Di simpang, tabrakan dengan Kendaraan B yang datang dari arah kiri",Manusia,"Jl. Adi Sucipto perum BTN pkt, Belimbing, West Bontang, Bontang City, East Kalimantan 75313, Indonesia",0.147163143,117.4735405,Jalan Kota / Kabupaten,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),T (Simpang Tiga),Terang / Jelas,Cerah
37,BONTANG,2021-11-25,19:00:00,1,0,0,12," Rp500,000 ",Berat,Kendaraan Out of Control keluar ke kiri jalan,Manusia,"3CQM+HJ Bontang Lestari, Bontang City, East Kalimantan, Indonesia",0.088955981,117.4340336,Jalan Kota / Kabupaten,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Gelap / Sulit Terlihat,Cerah
38,BONTANG,2021-12-24,09:00:00,1,0,0,12," Rp5,000,000 ",Berat,Tabrakan dengan kendaraan menyebrang dari sisi kanan jalan,Manusia,"3CCR+39Q, Bontang Lestari, Bontang Sel., Kota Bontang, Kalimantan Timur 75325, Indonesia",0.071135928,117.4409931,Jalan Kota / Kabupaten,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),T (Simpang Tiga),Terang / Jelas,Hujan/ Grimis
39,BONTANG,2021-12-21,16:20:00,1,0,0,12," Rp20,000,000 ",Berat,Tabrakan depan - depan,Manusia,"Jl. Jend. Ahmad Yani, Kec. Marang Kayu, Kabupaten Kutai Kartanegara, Kalimantan Timur 75385, Indonesia",-0.052501668,117.369446,Jalan Propinsi,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),1/1 (1 Lajur/1 Arah),Tikungan,Terang / Jelas,Cerah
40,BONTANG,2022-01-21,21:30:00,0,0,2,6," Rp10,000,000 ",Ringan,Tabrakan kendaraan belok kanan dengan kendaraan yang datang dari arah berlawanan,Manusia,"4FQW+FG6, Bontang Baru, Bontang Utara, Kota Bontang, Kalimantan Timur 75325, Indonesia",0.13834675,117.4960382,Jalan Kota / Kabupaten,Lokal / Lingkungan,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),X atau + (Simpang Empat),Terang / Jelas,Cerah
41,BONTANG,2022-01-07,10:00:00,0,0,1,3," Rp200,000 ",Ringan,Tabrakan saat menyalip dari kanan,Manusia,"Jl. Poros Marangkayu, Semangkok, Kec. Marang Kayu, Kabupaten Kutai Kartanegara, Kalimantan Timur 75385, Indonesia",-0.063142656,117.3839715,Jalan Kota / Kabupaten,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/1 (2 Lajur/1 Arah),Lurus,Terang / Jelas,Cerah
42,BONTANG,2022-02-10,08:30:00,1,0,1,15," Rp1,500,000 ",Berat,Tabrakan depan - depan,Manusia,"X9V7+G7 Santan Ulu, Kabupaten Kutai Kartanegara, Kalimantan Timur, Indonesia",-0.00623852,117.3631273,Jalan Propinsi,Arteri,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/1 (2 Lajur/1 Arah),Tikungan,Terang / Jelas,Cerah
43,BONTANG,2022-03-12,17:10:00,0,0,3,9," Rp40,000,000 ",Ringan,Tabrakan depan - depan,Manusia,"W9FC+MW Semangkok, Kabupaten Kutai Kartanegara, Kalimantan Timur, Indonesia",-0.075835036,117.372633,Jalan Propinsi,Arteri,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/1 (2 Lajur/1 Arah),Tikungan,Terang / Jelas,Cerah
44,BONTANG,2022-02-22,22:45:00,1,0,0,12," Rp1,500,000 ",Berat,Tabrakan dengan kendaraan parkir di kiri,Manusia,"Jl. Selat Lombok No.2, Tj. Laut, Bontang Sel., Kota Bontang, Kalimantan Timur 75321, Indonesia",0.127563293,117.4816217,Jalan Kota / Kabupaten,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/1 (2 Lajur/1 Arah),Lurus,Gelap / Sulit Terlihat,Cerah
45,BONTANG,2022-02-07,16:00:00,1,0,1,15," Rp5,000,000 ",Berat,"Di simpang, tabrakan dengan Kendaraan B yang datang dari arah kiri",Manusia,"Jl. Sungai Mahakam No.120-113, Gn. Telihan, Bontang Bar., Kota Bontang, Kalimantan Timur 75325, Indonesia",0.132246082,117.4635084,Jalan Kota / Kabupaten,Lokal / Lingkungan,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/1 (2 Lajur/1 Arah),X atau + (Simpang Empat),Terang / Jelas,Cerah
46,BONTANG,2022-02-27,05:00:00,0,0,0,0," Rp1,000,000 ",,Kendaraan Out of Control keluar ke kanan jalan,Manusia,"Jl. Ahmad Yani, Makarti, Kec. Marang Kayu, Kabupaten Kutai Kartanegara, Kalimantan Timur 75385, Indonesia",-0.0981625,117.3545249,Jalan Propinsi,Arteri,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/1 (2 Lajur/1 Arah),Tikungan,Terang / Jelas,Cerah
47,BONTANG,2022-02-09,11:50:00,1,0,0,12," Rp1,000,000 ",Berat,Tabrakan saat belok ke sisi kanan jalan,Manusia,"MCC8+X53, Gas Alam Badak I, Muara Badak, Kutai Kartanegara Regency, East Kalimantan 75382, Indonesia",-0.327202021,117.4156273,Jalan Kota / Kabupaten,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Cerah
48,BONTANG,2022-01-11,13:30:00,1,0,0,12," Rp3,000,000 ",Berat,Tabrakan dengan Kendaraan menyebrang dari sisi kiri jalan,Manusia,"V8PP+HP Makarti, Kabupaten Kutai Kartanegara, Kalimantan Timur, Indonesia",-0.113602222,117.3366332,Jalan Nasional,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),1/1 (1 Lajur/1 Arah),Lurus,Terang / Jelas,Cerah
49,BONTANG,2022-02-07,20:00:00,1,0,0,12," Rp5,000,000 ",Berat,"Di ruas jalan, pejalan kaki menyeberang dari kiri ke kanan",Manusia,"Jl. Muara Badak-Marangkayu, Tj. Limau, Muara Badak, Kabupaten Kutai Kartanegara, Kalimantan Timur 75382, Indonesia",-0.250285527,117.4172191,Jalan Kota / Kabupaten,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/1 (2 Lajur/1 Arah),Lurus,Gelap / Sulit Terlihat,Cerah
50,BONTANG,2022-03-09,11:30:00,0,0,0,0," Rp10,000,000 ",,Tabrakan dengan benda di jalan atau di atas jalan,Manusia,"Jl. Tembus Pupuk Raya No.5, Belimbing, Bontang Bar., Kota Bontang, Kalimantan Timur 75321, Indonesia",0.161250054,117.467291,Jalan Kota / Kabupaten,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Terang / Jelas,Cerah
51,BONTANG,2022-03-14,05:03:00,1,0,1,15," Rp5,000,000 ",Berat,Tabrakan saat menyalip dari kanan,Manusia,"5F96+476, Belimbing, West Bontang, Bontang City, East Kalimantan 75321, Indonesia",0.168291829,117.4609898,Jalan Kota / Kabupaten,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Tikungan,Gelap / Sulit Terlihat,Cerah
52,BONTANG,2022-03-21,17:40:00,1,0,0,12," Rp1,000,000 ",Berat,"Di ruas jalan, pejalan kaki menyeberang dari kiri ke kanan",Manusia,"gas alam badak1, Jl. RA. Kartini No.12, Gas Alam Badak I, Kec. Muara Badak, Kabupaten Kutai Kartanegara, Kalimantan Timur 75382, Indonesia",-0.329185106,117.4388313,Jalan Kota / Kabupaten,Lokal / Lingkungan,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/1 (2 Lajur/1 Arah),Lurus,Terang / Jelas,Cerah
53,BONTANG,2022-03-29,22:00:00,1,0,0,12," Rp10,000,000 ",Berat,Tabrakan depan - depan,Manusia,"Jl. Bontang - Samarinda, Perangkat Baru, Kec. Marang Kayu, Kabupaten Kutai Kartanegara, Kalimantan Timur, Indonesia",-0.214818403,117.2759415,Jalan Propinsi,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Cerah
54,BONTANG,2022-03-28,06:03:00,0,1,1,6," Rp20,000,000 ",Sedang,Tabrakan depan - depan,Manusia,"Kabupaten Kutai Timur, Batu-Batu, Kec. Muara Badak, Kabupaten Kutai Kartanegara, Kalimantan Timur 75382, Indonesia",-0.327124573,117.3503936,Jalan Kota / Kabupaten,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Cerah
55,BONTANG,2022-04-14,19:30:00,0,0,2,6," Rp3,000,000 ",Ringan,Tabrakan depan - depan,Manusia,"XFRM+6X Santan Ilir, Kabupaten Kutai Kartanegara, Kalimantan Timur, Indonesia",-0.009413999,117.4849634,Jalan Kota / Kabupaten,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Cerah
56,BONTANG,2022-04-11,19:45:00,1,0,1,15," Rp1,000,000 ",Berat,Tabrakan dengan kendaraan menyebrang dari sisi kanan jalan,Manusia,"29Q6+G97, Danau Redan, Teluk Pandan, East Kutai Regency, East Kalimantan 75325, Indonesia",0.037898489,117.3601578,Jalan Propinsi,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Cerah
